第一申请人,第一申请人地区,第一申请人城市,first_year,last_year,quantum_patent_count,quantum_score_sum,quantum_score_mean,main_categories,chain_positions,matched_terms,high_related_count,medium_related_count,low_related_count,timefreq_candidate_count,first_applicant_types,main_chain_position,main_quantum_category,firm_relevance
长江龙新媒体有限公司,中国,南京,2025,2025,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,企业,其他量子相关/待复核,量子基础概念,候选/待复核企业
长沙量子研发中心有限公司,中国,长沙,2025,2025,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,企业,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
长沙金域医学检验实验室有限公司,中国,长沙,2024,2024,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
闪捷信息科技有限公司,中国,杭州市,2023,2023,1,10,10.0,量子通信与安全,量子通信与安全,QKD；量子网络,1,0,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
问天鼎讯量子科技(无锡)有限公司,中国,无锡,2024,2024,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,企业,量子通信与安全,量子通信与安全,候选/待复核企业
闽南师范大学,中国,漳州,2024,2024,1,9,9.0,量子计算,量子计算系统,量子态；量子电路；量子门,1,0,0,0,学校,量子计算系统,量子计算,较高相关企业
闽江学院,中国,福州,2025,2025,1,14,14.0,量子计算,量子计算系统,叠加态；量子态；量子比特；量子计算；量子计算机,1,0,0,0,学校,量子计算系统,量子计算,较高相关企业
阅尔基因技术(苏州)有限公司,中国,苏州市,2022,2022,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,2,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
阡陌数字信息科技(南京)有限公司,中国,南京,2024,2024,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,企业,其他量子相关/待复核,量子基础概念,候选/待复核企业
阳光电源股份有限公司,中国,合肥,2024,2024,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
阿瓦亚管理有限合伙公司,美国,,2024,2024,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
阿米华晟数据科技(江苏)有限公司,中国,苏州市,2023,2023,1,10,10.0,量子通信与安全,量子通信与安全,量子保密通信；量子密钥；量子密钥分发,1,0,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
阿里云计算有限公司,中国,杭州,2024,2024,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,企业,量子通信与安全,量子通信与安全,候选/待复核企业
阿里云计算有限公司,中国,杭州市,2022,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,企业,量子通信与安全,量子通信与安全,候选/待复核企业
阿里巴巴(中国)有限公司,中国,杭州,2025,2025,3,38,12.666666666666666,量子计算,量子计算系统；量子软件/算法/模拟,保真度；量子比特；量子算法；量子芯片；量子计算；量子计算机；量子门,2,1,0,0,企业,量子计算系统,量子计算,核心量子企业
阿里巴巴新加坡控股有限公司,新加坡,,2025,2025,1,12,12.0,量子计算,量子计算系统,保真度；量子电路；量子计算；量子门,1,0,0,0,企业,量子计算系统,量子计算,较高相关企业
阿里巴巴达摩院(杭州)科技有限公司,中国,杭州,2024,2025,10,109,10.9,量子传感；量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟,保真度；超导量子比特；量子处理器；量子技术；量子比特；量子电路；量子纠错；量子芯片；量子门,8,2,0,0,企业,量子计算系统,量子计算,核心量子企业
阿里巴巴达摩院(杭州)科技有限公司,中国,杭州市,2022,2023,5,25,5.0,量子计算,量子计算系统,量子比特；量子芯片,0,5,0,0,企业,量子计算系统,量子计算,核心量子企业
阿里巴巴集团控股有限公司,开曼群岛,,2024,2025,7,50,7.142857142857143,量子计算；量子计算硬件；量子通信与安全,量子计算硬件/量子芯片；量子计算系统；量子通信与安全,超导量子比特；量子处理器；量子密钥；量子密钥分发；量子比特；量子电路；量子计算；量子计算机,2,5,0,0,企业,量子计算系统,量子计算,核心量子企业
陕西信泰航空技术股份有限公司,中国,西安,2024,2024,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
陕西师范大学,中国,西安,2024,2024,2,19,9.5,量子通信与安全,量子通信与安全,QKD；量子密钥；量子密钥分发；量子态；量子测量,1,1,0,0,学校,量子通信与安全,量子通信与安全,较高相关企业
陕西师范大学,中国,西安市,2022,2022,1,4,4.0,量子基础概念,其他量子相关/待复核,量子相干,0,0,1,0,学校,其他量子相关/待复核,量子基础概念,候选/待复核企业
陕西省人民医院(陕西省临床医学研究院),中国,西安,2025,2025,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,科研单位,其他量子相关/待复核,量子基础概念,候选/待复核企业
陕西科技大学,中国,西安,2024,2024,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,学校,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
陕西科技大学,中国,西安市,2022,2023,3,15,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,3,0,0,"学校；科研单位,学校",量子计算硬件/量子芯片,量子计算硬件,较高相关企业
陕西铭拓机电技术有限公司,中国,西安市,2021,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
雄安京创云超科技有限公司,中国,保定,2025,2025,1,14,14.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子态；量子通信,1,0,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
零极数字技术有限公司,中国,深圳,2024,2024,1,5,5.0,量子计算,量子计算系统,量子计算；量子计算机,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
霍尼韦尔国际公司,美国,,2024,2025,6,49,8.166666666666666,量子传感；量子计算；量子计算硬件,量子计算硬件/量子芯片；量子计算系统；量子计量/时间频率/PNT候选,光调制器；原子钟；激光器；离子阱；超高真空；量子计算；量子计算机；量子门,2,4,0,0,企业,量子计算系统,量子计算,核心量子企业
青岛中企英才集团教育科技有限公司,中国,青岛,2024,2024,1,5,5.0,量子通信与安全,量子通信与安全,QKD,0,1,0,0,企业,量子通信与安全,量子通信与安全,候选/待复核企业
青岛大学,中国,青岛,2024,2024,1,5,5.0,量子传感,其他量子相关/待复核,量子信息,0,1,0,0,学校,其他量子相关/待复核,量子传感,候选/待复核企业
青岛海尔科技有限公司,中国,青岛,2024,2024,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,企业,量子通信与安全,量子通信与安全,候选/待复核企业
青岛海洋地质研究所,中国,青岛,2024,2024,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,"企业,科研单位,学校",量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
青岛理工大学,中国,青岛,2024,2025,11,114,10.363636363636363,量子传感；量子基础概念；量子计算,其他量子相关/待复核；量子计算系统；量子软件/算法/模拟,保真度；叠加态；物理量子比特；量子信息；量子态；量子机器学习；量子比特；量子电路；量子纠错；量子线路；量子计算；量子计算机,5,4,2,0,学校,量子计算系统,量子计算,核心量子企业
青岛理工大学,中国,青岛市,2021,2023,5,77,15.4,量子通信与安全,量子通信与安全,量子信息；量子密钥；量子密钥分配；量子态；量子比特；量子纠错；量子网络；量子通信,5,0,0,0,学校,量子通信与安全,量子通信与安全,核心量子企业
青岛科技大学,中国,青岛,2024,2025,2,20,10.0,量子计算；量子通信与安全,量子计算系统；量子通信与安全,量子信息；量子密钥；量子密钥分发；量子网络；量子计算,1,1,0,0,学校,量子计算系统,量子计算,核心量子企业
青岛鲲腾量子应用技术有限公司,中国,青岛,2024,2025,4,33,8.25,量子基础概念；量子通信与安全,其他量子相关/待复核；量子通信与安全,单光子探测器；激光器；量子信息；量子态；量子通信,1,2,1,0,企业,量子通信与安全,量子通信与安全,核心量子企业
青岛鹏晟海洋装备有限公司,中国,青岛,2025,2025,1,4,4.0,量子基础概念,其他量子相关/待复核,量子纠缠,0,0,1,0,企业,其他量子相关/待复核,量子基础概念,候选/待复核企业
顾中建,中国,北京市,2023,2023,2,25,12.5,量子计算硬件,量子计算硬件/量子芯片,超导量子比特；超导量子芯片；量子比特；量子芯片；量子计算,2,0,0,0,个人,量子计算硬件/量子芯片,量子计算硬件,核心量子企业
飞诺门阵(北京)科技有限公司,中国,北京,2025,2025,1,15,15.0,量子通信与安全,量子通信与安全,单光子探测器；量子中继；量子中继器；量子密钥；量子密钥分发；量子态,1,0,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
首都医科大学附属北京友谊医院,中国,北京市,2023,2023,1,9,9.0,量子计算,量子计算系统,叠加态；量子叠加；量子比特,1,0,0,0,机关团体,量子计算系统,量子计算,较高相关企业
首都医科大学附属北京同仁医院,中国,北京,2025,2025,1,14,14.0,量子传感,量子传感器/精密测量,量子态；量子测量；量子电路,1,0,0,0,机关团体,量子传感器/精密测量,量子传感,较高相关企业
香港中文大学(深圳),中国,深圳,2025,2025,1,10,10.0,量子通信与安全,量子通信与安全,激光器；量子纠缠；量子通信,1,0,0,0,学校,量子通信与安全,量子通信与安全,较高相关企业
香港中文大学(深圳),中国,深圳市,2022,2022,1,14,14.0,量子计算,量子计算系统,量子态；量子比特；量子计算；量子计算机,1,0,0,0,学校,量子计算系统,量子计算,较高相关企业
香港应用科技研究院有限公司,中国,香港特别行政区,2023,2023,1,9,9.0,量子计算,量子计算系统,量子处理器；量子态；量子计算；量子计算机,1,0,0,0,企业,量子计算系统,量子计算,较高相关企业
马克思-普朗克科学促进协会,德国,,2024,2024,1,15,15.0,量子传感,量子计量/时间频率/PNT候选,原子钟；量子模拟；量子计算,1,0,0,0,机关团体,量子计量/时间频率/PNT候选,量子传感,较高相关企业
马里兰大学帕克分校,美国,,2024,2025,7,67,9.571428571428571,量子传感；量子计算；量子计算硬件,上游材料与核心部件；量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟,光调制器；激光器；离子阱；量子信息；量子电路；量子算法；量子计算；量子计算机；量子门,4,3,0,0,"企业,学校；学校",上游材料与核心部件,量子传感,核心量子企业
高速铁路建造技术国家工程研究中心,中国,长沙,2024,2025,7,45,6.428571428571429,量子传感,量子传感器/精密测量,NV色心；量子传感；量子传感器；金刚石NV色心,2,5,0,0,"企业,科研单位；科研单位,企业,企业",量子传感器/精密测量,量子传感,核心量子企业
鹏城实验室,中国,深圳,2024,2024,2,16,8.0,量子传感；量子计算,量子计量/时间频率/PNT候选；量子软件/算法/模拟,原子钟；量子模拟；量子模拟器；量子比特；量子线路；量子门,1,0,0,1,科研单位,量子软件/算法/模拟,量子计算,较高相关企业
黑龙江大数据产业发展有限公司,中国,哈尔滨,2025,2025,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
黑龙江省农业科学院黑河分院,中国,黑河,2024,2024,1,14,14.0,量子传感,量子传感器/精密测量,叠加态；量子叠加；量子态；量子比特；量子测量；量子纠缠,1,0,0,0,其他,量子传感器/精密测量,量子传感,较高相关企业
黑龙江睿雨能量子科技有限公司,中国,哈尔滨市,2021,2021,1,5,5.0,量子传感,其他量子相关/待复核,量子技术,0,1,0,0,企业,其他量子相关/待复核,量子传感,候选/待复核企业
齐鲁中科碳中和研究院,中国,济南,2025,2025,1,5,5.0,量子传感,其他量子相关/待复核,量子技术,0,1,0,0,科研单位,其他量子相关/待复核,量子传感,候选/待复核企业
